"","price","GuestIncluded","extrapeople"
"2072",370.41,1,10.37
"2073",236.85,2,14.11
"2074",145.91,1,16.01
"2075",205.3,4,26.55
"2076",163.73,1,7.3
"2077",186.03,2,22.94
"2078",117.87,1,21.19
"2079",227.59,4,34.05
"2080",192.26,1,16.17
"2081",77.37,1,17.46
"2082",154.79,1,4.39
"2083",77.7,1,8.92
"2084",284.91,1,6.45
"2085",130.41,1,5.23
"2086",145.25,1,4.71
"2087",71.98,1,8.2
"2088",183.69,1,19.24
"2089",220.49,1,11.94
"2090",208.55,4,25.07
"2091",146.54,1,12.9
"2092",52.27,1,16.51
"2093",85.36,1,10.41
"2094",67.34,1,7.63
"2095",122.14,1,7.19
"2096",66.13,1,5.13
"2097",60.57,1,22.59
"2098",83.62,1,11.87
"2099",163.15,1,16.97
"2100",78.32,1,11.95
"2101",91.64,1,11.65
"2102",58.8,1,19.27
"2103",114.95,1,13.57
"2104",122.72,1,8.61
"2105",127.85,1,13.76
"2106",288.29,1,29.09
"2107",370.77,1,23.3
"2108",84.64,2,15.29
"2109",214.81,4,22.45
"2110",243.79,1,24.07
"2111",81.88,1,14.27
"2112",76.86,1,2.71
"2113",69.52,1,5.77
"2114",49.54,1,11.9
"2115",42.99,1,6.29
"2116",66.06,1,10.79
"2117",286.55,1,15.52
"2118",69.81,1,4.21
"2119",158.07,1,22.17
"2120",199.13,1,21.49
"2121",184.58,4,17.35
"2122",153.07,1,14.03
"2123",228.89,1,21.58
"2124",80.77,1,11.21
"2125",121.33,1,18.69
"2126",75.07,1,6.2
"2127",64.75,1,10.42
"2128",86.16,1,2.52
"2129",153.22,1,5.07
"2130",159.21,4,23.57
"2131",77.06,1,12.47
"2132",135.03,1,15.97
"2133",197.37,1,6.46
"2134",113.67,1,17.23
"2135",186.55,1,6.04
"2136",55.36,1,10.48
"2137",58.76,1,9.21
"2138",196.48,1,16.65
"2139",140.14,2,24.73
"2140",60.36,1,14.81
"2141",62.69,2,19.94
"2142",57.87,1,13.64
"2143",41.09,1,31.15
"2144",98.78,1,7.45
"2145",170.58,2,27.36
"2146",103.93,2,24.54
"2147",86.48,2,5.64
"2148",109.61,1,11.47
"2149",131.02,1,22.79
"2150",166.85,1,14.99
"2151",60.5,1,10.59
"2152",151.78,4,18.41
"2153",68.04,1,9.03
"2154",170.27,1,14.81
"2155",153.7,1,12.48
"2156",82.79,1,13.37
"2157",127.56,1,20.41
"2158",103.52,1,17.59
"2159",95.7,1,18.49
"2160",60.61,1,4.93
"2161",138.48,1,4.05
"2162",378.2,1,-0.48
"2163",132.54,1,4.1
"2164",119.42,1,18
"2165",133.86,1,9.02
"2166",267.27,1,21.73
"2167",145.63,2,21.78
"2168",74.6,1,17.38
"2169",204.86,1,23.58
"2170",53.56,1,17.8
"2171",236.16,1,6.03
"2172",211.95,1,10.56
"2173",111.49,1,5.47
"2174",67.76,1,4.95
"2175",118.4,1,23.68
"2176",177.71,1,9.87
"2177",69.45,1,23.73
"2178",188.62,1,10.9
"2179",84.78,1,17.9
"2180",75.39,1,12.1
"2181",60.47,1,9.25
"2182",279.61,1,2.2
"2183",145.25,1,12.37
"2184",77.89,1,2.83
"2185",108.55,1,5.02
"2186",81.75,1,15.83
"2187",125.62,2,18.7
"2188",419.97,1,2.5
"2189",136.29,1,25.16
"2190",131.31,1,10.46
"2191",102.44,1,13.1
"2192",150.54,1,23.31
"2193",100.48,1,9.79
"2194",58.31,1,10.2
"2195",194.85,1,12.2
"2196",200.41,2,26.27
"2197",179.77,1,20.89
"2198",211.97,1,8.04
"2199",63.38,1,13
"2200",69.81,1,11.99
"2201",86.3,1,23.57
"2202",138.69,1,20.68
"2203",109.38,1,10.54
"2204",170.86,1,9.43
"2205",113.81,1,4.08
"2206",190.64,1,13.23
"2207",72.21,1,19.38
"2208",108.29,1,12.2
"2209",134.55,1,9.88
"2210",88.24,1,9.95
"2211",130.86,2,11.15
"2212",77.02,1,7.22
"2213",77.62,1,6.98
"2214",97.18,1,6
"2215",234.53,1,21.72
"2216",178.14,2,19.66
"2217",109.69,1,7.22
"2218",117.57,2,24.42
"2219",393.04,1,20.86
"2220",168.7,1,8.92
"2221",61.43,1,13.8
"2222",525.31,6,22.17
"2223",147.3,1,8.87
"2224",75.39,1,11.12
"2225",107.88,2,17.73
"2226",172.49,2,24.07
"2227",78.17,1,9.42
"2228",205.73,2,27.14
"2229",71.66,1,1.02
"2230",91.97,1,16.65
"2231",241.24,1,5.26
"2232",47.47,1,7.21
"2233",74.86,1,10.08
"2234",348.18,1,6.54
"2235",173.72,1,28.6
"2236",64.12,1,11.65
"2237",155.97,1,14.58
"2238",98.08,1,9.99
"2239",82.94,1,18.42
"2240",159.82,1,12.82
"2241",302.54,1,10.93
"2242",125.58,1,7.4
"2243",173.6,2,19.18
"2244",189.21,1,5.1
"2245",61.57,1,8.22
"2246",84.64,1,3.32
"2247",104.58,1,5.45
"2248",177.21,1,19.74
"2249",76.75,1,4.11
"2250",139.85,1,9.54
"2251",164.33,1,26.15
"2252",239.4,4,24.54
"2253",114.45,1,9.16
"2254",283.21,1,7.35
"2255",112.47,1,13.29
"2256",218.39,1,27.01
"2257",68.01,1,7.21
"2258",180.48,1,5.76
"2259",170.02,1,10.35
"2260",162.36,2,16.49
"2261",84.48,1,24.45
"2262",133.22,1,18.51
"2263",116.97,1,14.45
"2264",270.46,1,14.99
"2265",53.7,1,4.82
"2266",72.25,1,0.08
"2267",94.63,1,15.78
"2268",285.41,1,3.04
"2269",213.41,1,16.76
"2270",168.07,1,9.52
"2271",79.87,1,16.15
"2272",62.71,1,14.79
"2273",142.82,2,14.41
"2274",134.12,1,22.09
"2275",206.97,1,13
"2276",104.04,1,14.06
"2277",91.55,1,11.18
"2278",696.93,8,20.79
"2279",314.72,4,33.05
"2280",100.81,1,16.06
"2281",71.33,1,20.06
"2282",181.73,1,10.96
"2283",63.81,1,8.83
"2284",67.6,1,11.02
"2285",63.8,1,11.96
"2286",260.15,1,20.53
"2287",78.35,1,13.36
"2288",50.09,1,5.51
"2289",75.15,1,15.68
"2290",243.16,1,20.51
"2291",398.09,1,27
"2292",248.05,1,25.66
"2293",151.85,1,16.78
"2294",57.15,1,2.99
"2295",93.95,1,21.6
"2296",86.24,1,18.08
"2297",233.9,3,19.07
"2298",95.23,1,2.58
"2299",200.9,1,15.03
"2300",180.69,1,14.38
"2301",167.61,1,14.21
"2302",55.89,1,11.65
"2303",203.27,1,1.16
"2304",81.91,2,16.42
"2305",94.95,1,8.48
"2306",101.5,2,17.02
"2307",70.66,1,10.74
"2308",132.88,1,13.08
"2309",178.82,1,18.56
"2310",136.87,1,7.39
"2311",167.88,1,7.6
"2312",108.24,2,14.67
"2313",150.44,1,6.22
"2314",71.93,1,8.72
"2315",58.67,1,15.12
"2316",184.39,2,12.4
"2317",42.91,1,5
"2318",158.85,1,13.63
"2319",92.72,3,22.08
"2320",75.08,1,11.98
"2321",232.93,1,13.65
"2322",143.44,1,11.4
"2323",227.93,1,20.94
"2324",221.79,1,10.11
"2325",236.35,1,21.73
"2326",130.8,1,7.42
"2327",148.35,1,10.25
"2328",126.9,1,11
"2329",281.26,1,13.72
"2330",151.03,2,27.47
"2331",210.38,1,9.68
"2332",73.81,1,12.25
"2333",63.66,1,14.42
"2334",64.28,2,20.77
"2335",104.99,1,14.05
"2336",171.86,2,24.93
"2337",100.73,1,20.82
"2338",92.28,1,5.17
"2339",180.21,1,14.67
"2340",81.79,1,1.47
"2341",98.37,1,2.96
"2342",101.15,1,15.66
"2343",82.32,1,0.58
"2344",79.16,1,11.83
"2345",125.57,1,7.69
"2346",148.46,1,13.45
"2347",92.69,1,10.12
"2348",129.73,2,20.7
"2349",95.99,1,14.91
"2350",102.09,1,2.1
"2351",53.5,1,7.49
"2352",91.26,1,0.95
"2353",237.67,1,22.35
"2354",219.26,1,15.68
"2355",182.36,1,13.82
"2356",83.62,1,8.66
"2357",71.62,1,8.68
"2358",168.22,1,15.44
"2359",116.39,2,8.25
"2360",83.21,1,17.82
"2361",57.24,1,16.96
"2362",282.34,1,10.06
"2363",115.15,1,14.91
"2364",75.97,1,20.95
"2365",51.29,1,4.29
"2366",176.68,1,3.78
"2367",60.53,1,18.14
"2368",94.53,1,4.8
"2369",111.75,1,5.17
"2370",198.95,1,8.6
"2371",189.14,1,12.56
"2372",387.95,1,19.49
"2373",147.31,1,19.04
"2374",232.47,2,17.42
"2375",309.26,1,1
"2376",153.28,1,9.86
"2377",112.87,2,17.4
"2378",63.95,1,20.59
"2379",91.7,2,17.84
"2380",128.59,1,8.79
"2381",106.85,1,8.89
"2382",132.25,1,8.58
"2383",99.41,1,13.11
"2384",150.47,1,9.56
"2385",88.41,1,22.44
"2386",73.3,1,18.57
"2387",54.57,1,5.99
"2388",511.17,6,24.04
"2389",341.42,4,23.8
"2390",85.79,1,9.83
"2391",235.46,1,15.62
"2392",313.74,1,27.42
"2393",128.38,1,11.39
"2394",207.81,1,10.7
"2395",91.81,1,30.05
"2396",211.31,1,16.86
"2397",50.71,1,11.11
"2398",113.31,1,12.56
"2399",131.33,2,30.44
"2400",142.53,1,24.74
"2401",52.14,1,0.95
"2402",278.34,1,27.6
"2403",275.35,1,3.92
"2404",164.92,2,15.65
"2405",132.45,1,11.08
"2406",122,1,6.56
"2407",259.82,1,11.4
"2408",156.45,2,14.19
"2409",385.41,1,28.43
"2410",85.95,1,9.83
"2411",78.83,1,14.21
"2412",251.39,2,11.74
"2413",480.62,1,35.72
"2414",276.1,1,6.79
"2415",141.49,2,24.72
"2416",137.42,1,20.51
"2417",58.43,1,8.98
"2418",96.02,2,17.76
"2419",308.24,1,12.81
"2420",196.1,1,13.1
"2421",75.25,1,5.88
"2422",676.1,1,21.41
"2423",126.76,1,6.75
"2424",187.05,1,4.12
"2425",165.72,1,15.3
"2426",173.04,1,18.85
"2427",56.64,1,9.14
"2428",99.72,1,6.16
"2429",167.73,4,19.99
"2430",71.09,1,12.43
"2431",155.5,2,13.21
"2432",229.65,1,10.32
"2433",67.89,1,12.93
"2434",62.9,1,6.74
"2435",113.85,1,12.03
"2436",127.01,1,18.21
"2437",70.16,1,10.62
"2438",210.65,1,12.28
"2439",57.67,1,14.19
"2440",198.01,1,17.76
"2441",160.62,1,4.91
"2442",145.47,2,17.16
"2443",131.24,3,19.44
"2444",327.63,8,17.66
"2445",71.32,1,3.49
"2446",436.95,1,21.71
"2447",144.09,1,15.11
"2448",57.79,1,12.08
"2449",93.98,1,13.56
"2450",238.46,1,9.19
"2451",74.51,1,12.23
"2452",163.21,2,23.89
"2453",89.13,1,14.9
"2454",166.53,2,24.15
"2455",129.7,1,14.78
"2456",68.28,1,6.85
"2457",591.15,1,27.24
"2458",206.21,1,9.67
"2459",142.41,1,9.28
"2460",274.43,1,15.01
"2461",93.95,1,20.43
"2462",192.23,1,11.07
"2463",215.1,1,9.2
"2464",150.94,2,21.57
"2465",104.49,1,5.66
"2466",218.58,2,24.1
"2467",62.88,1,15.96
"2468",63.17,1,11.59
"2469",70.5,1,7.21
"2470",270.82,4,43.43
"2471",69.8,1,3.82
"2472",179.44,1,8.92
"2473",110.62,1,6.8
"2474",70.63,1,11.44
"2475",72.53,1,7.03
"2476",105.69,1,6.05
"2477",66.14,1,5.45
"2478",247.12,6,21.72
"2479",181.47,1,8.34
"2480",50.49,1,4.27
"2481",148.41,2,13.27
"2482",342.66,1,21.28
"2483",146.31,1,7.91
"2484",69.19,1,6.66
"2485",44.51,1,10.56
"2486",196.53,1,7.4
"2487",119.2,1,7.53
"2488",219.54,1,24.52
"2489",91.73,1,0.75
"2490",79.13,1,6.62
"2491",46.36,1,9.12
"2492",117.48,1,3.53
"2493",112.46,1,12.49
"2494",78.42,1,24.02
"2495",58.79,1,4.9
"2496",92.44,1,4.8
"2497",102.52,1,3.17
"2498",84.24,1,7.31
"2499",49.17,1,27.92
"2500",95.24,1,5.17
"2501",68.43,1,4.22
"2502",67.84,1,9.24
"2503",107.24,1,7.04
"2504",161.83,2,15.9
"2505",117.7,4,18.29
"2506",168.15,1,14.08
"2507",226.5,1,19.75
"2508",66.63,1,16.9
"2509",100.46,1,23.24
"2510",434.66,6,19.55
"2511",102.32,1,11.51
"2512",84.95,2,12.04
"2513",87.85,1,3.66
"2514",166.05,1,6.8
"2515",94.43,1,17.69
"2516",67,1,11.59
"2517",85.05,1,15.61
"2518",136.53,2,13.23
"2519",132.88,1,13.94
"2520",63.78,1,10.16
"2521",82.42,1,16.28
"2522",148.35,1,13.52
"2523",108.84,1,9.7
"2524",55.09,1,23.99
"2525",165.68,2,22.81
"2526",161.8,1,3.42
"2527",65.3,1,16.78
"2528",121.63,1,10.42
"2529",258.87,1,2.5
"2530",150.68,1,14.04
"2531",154.2,1,23.72
"2532",126.01,2,17.95
"2533",199.19,1,12.98
"2534",99.77,1,10.92
"2535",65.4,1,6.97
"2536",207.29,1,27.53
"2537",131.9,2,14.36
"2538",130.05,1,12.79
"2539",136.04,2,18.17
"2540",247.31,2,20.62
"2541",69.33,1,14.92
"2542",56.67,1,6.79
"2543",175.19,1,11.93
"2544",88.27,1,6.49
"2545",171.97,2,8.34
"2546",188.95,1,14.96
"2547",57.35,1,17.65
"2548",64.82,1,9.98
"2549",115.84,1,6.51
"2550",126.55,1,12.48
"2551",206.34,1,15.03
"2552",93.62,1,0.73
"2553",79.54,1,22.36
"2554",96.34,1,16.81
"2555",133.15,2,15.96
"2556",591.61,1,20.72
"2557",98.84,2,20.85
"2558",72.59,1,11.57
"2559",58.2,1,9.42
"2560",334.74,2,31.02
"2561",143.13,1,5.94
"2562",368.12,5,15.62
"2563",67.46,1,8.81
"2564",59.6,1,9
"2565",194.94,1,15.77
"2566",259.09,1,9.42
"2567",58.96,1,7.14
"2568",109.29,1,11.78
"2569",265.06,1,30.08
"2570",115.44,2,18.4
"2571",62.33,1,5.44
"2572",214.93,1,23.31
"2573",78.93,1,6.61
"2574",62.7,1,7.07
"2575",343.81,6,22.46
"2576",205.91,1,14.26
"2577",169.22,1,23.13
"2578",281.32,2,27.56
"2579",69.39,1,9.62
"2580",200.06,1,14.25
"2581",180.04,1,15.22
"2582",292.06,2,24.5
"2583",116.55,1,15.79
"2584",66.08,1,3.78
"2585",286.08,1,28.95
"2586",110.51,1,7.82
"2587",132.02,1,17.56
"2588",85.84,1,25.89
"2589",68.6,1,10.98
"2590",90.04,1,16.38
"2591",78.08,1,10.84
"2592",253.82,4,24.32
"2593",231.58,1,13.23
"2594",125.86,1,28.49
"2595",69.28,1,11.85
"2596",422.05,1,28.08
"2597",254.57,4,18.4
"2598",180.03,1,11.07
"2599",170.26,1,51.08
"2600",138.87,1,13.71
"2601",114.45,1,16.17
"2602",81.3,1,8.05
"2603",160.38,2,9.53
"2604",186.72,1,14.87
"2605",165.5,1,21.15
"2606",152.09,1,9.86
"2607",92.36,2,14.02
"2608",49.58,1,11.23
"2609",185.38,1,13.45
"2610",219.59,1,1.64
"2611",148.96,1,9.36
"2612",72.01,1,3.21
"2613",105.65,1,11.63
"2614",65.24,1,13.14
"2615",88.47,1,9.65
"2616",74.73,1,4.16
"2617",223.17,1,7.35
"2618",86.78,1,7.75
"2619",136.2,1,9.71
"2620",639.51,1,11.83
"2621",92.02,1,22.85
"2622",221.48,1,39
"2623",119.8,1,5.81
"2624",79.5,1,4.09
"2625",183.87,2,21.75
"2626",75.37,1,8.86
"2627",288.23,1,22.58
"2628",83.44,1,7.36
"2629",142.41,1,13.13
"2630",280.61,1,16.94
"2631",157.94,1,16.04
"2632",244.16,4,28.9
"2633",50.41,1,6.96
"2634",163.54,2,16.95
"2635",145.35,1,11.64
"2636",195.32,1,25.59
"2637",330.23,1,1.51
"2638",123.97,1,13.34
"2639",126.32,1,16.45
"2640",143.87,2,13.73
"2641",119.36,1,9.64
"2642",208.79,1,14.12
"2643",68.62,2,12.72
"2644",207.71,1,5.8
"2645",108.11,1,13.57
"2646",57.68,1,8.19
"2647",81.77,1,18.37
"2648",98.34,1,13.29
"2649",157.85,1,16.06
"2650",86.58,2,30.53
"2651",106.32,1,22.32
"2652",254.39,1,15.61
"2653",150.13,2,19.7
"2654",337.67,4,30.21
"2655",179.22,1,21.34
"2656",165.82,1,5.75
"2657",81.22,1,13.64
"2658",60.52,1,3.3
"2659",179.66,1,22.21
"2660",509.5,1,4.79
"2661",101.05,1,5.94
"2662",97.39,1,17.1
"2663",220.81,4,18.79
"2664",85.94,1,2.91
"2665",74.5,1,15.91
"2666",125.75,1,15.18
"2667",38.44,0,6.56
"2668",304.97,4,28.73
"2669",81.39,1,17.46
"2670",56,1,7.75
"2671",52.57,1,11.43
"2672",109.47,1,9.64
"2673",82.92,1,20.37
"2674",294.58,1,14.98
"2675",151.33,1,5.44
"2676",206.41,1,0.02
"2677",140.62,1,16.81
"2678",88.2,1,2.68
"2679",123.45,1,18.67
"2680",171.73,1,24.94
"2681",51.57,1,8.77
"2682",131.83,1,4.94
"2683",692.78,12,44.28
"2684",168.91,1,32.34
"2685",147.48,2,12.96
"2686",122.29,1,7.48
"2687",212.27,2,22.69
"2688",55.08,1,8.49
"2689",68.6,1,1.27
"2690",244.72,4,32.55
"2691",183.03,1,24.72
"2692",117.2,1,11.19
"2693",63.82,1,6.33
"2694",230.28,1,10.56
"2695",173.14,1,16.43
"2696",143.81,1,12.38
"2697",54.86,1,12.77
"2698",81.61,1,18.42
"2699",121.45,1,13.59
"2700",250.82,1,20.38
"2701",98.71,1,7.61
"2702",69.52,1,8.07
"2703",55.88,1,8.57
"2704",181.52,1,16.31
"2705",92.49,1,14.5
"2706",61.07,1,10.6
"2707",80.76,1,8.56
"2708",73.45,1,11.31
"2709",200.97,1,28.13
"2710",204.62,1,1.64
"2711",87.09,1,17.5
"2712",204.79,2,23.66
"2713",73.16,1,15.92
"2714",245.74,1,10.77
"2715",171.71,1,9.66
"2716",129.1,1,11.49
"2717",165.43,4,22.04
"2718",170.61,1,19.92
"2719",302.07,2,23.4
"2720",161.67,1,9.11
"2721",88.36,1,20.79
"2722",369.19,1,29.68
"2723",155.16,1,16.75
"2724",97.48,1,5.5
"2725",151.36,1,15.65
"2726",89.91,1,11.23
"2727",105.38,1,14.06
"2728",192.42,4,26.62
"2729",146.2,1,9.45
"2730",97.64,1,6.52
"2731",502.37,8,26.21
"2732",56.83,1,8.3
"2733",126.61,2,14.82
"2734",209.43,4,28.27
"2735",70.49,1,5.61
"2736",83.7,1,8.85
"2737",255.76,1,10.94
"2738",91.3,1,15.19
"2739",157.64,1,19.28
"2740",309.68,1,7.74
"2741",155.35,1,8.77
"2742",120.9,1,16.71
"2743",70.36,1,15.64
"2744",55.09,1,1.21
"2745",227.77,1,27.48
"2746",55.49,1,5.36
"2747",309.28,1,13.39
"2748",80.75,1,5.12
"2749",96.29,1,25.84
"2750",480.04,1,20.03
"2751",61.46,1,16.22
"2752",255.49,1,21.5
"2753",94.74,1,10.78
"2754",494.61,6,16.81
"2755",211.11,1,12.62
"2756",465.37,1,14.47
"2757",119.94,1,12.88
"2758",124.25,1,13.7
"2759",84.91,1,14.62
"2760",189.83,1,1.04
"2761",56.35,1,5.08
"2762",129.37,1,13.9
"2763",43.63,1,6.3
"2764",68.7,1,7.34
"2765",75.22,1,14.53
"2766",209.84,2,13.72
"2767",120.33,1,0.31
"2768",195.98,1,41.8
"2769",43.49,1,9.13
"2770",261.19,1,19.95
"2771",63.16,1,1.49
"2772",59.17,1,4.58
"2773",395.27,4,25.54
"2774",59.64,1,7.56
"2775",120.21,1,7.85
"2776",123.11,2,12.74
"2777",179.85,1,19.86
"2778",75.88,1,3.51
"2779",177.01,2,49.66
"2780",212.47,1,13.49
"2781",103.32,1,23.22
"2782",191.86,1,7.77
"2783",48.95,1,13.8
"2784",140.17,1,2.67
"2785",97.22,1,6.48
"2786",86.76,1,15.15
"2787",136.05,1,12.42
"2788",351.28,1,48.9
"2789",82.98,2,21.77
"2790",65.75,1,14.29
"2791",74.9,1,13.87
"2792",59.47,1,8.76
"2793",133.28,1,22.38
"2794",217.08,4,33.53
"2795",126.06,1,10
"2796",236.91,1,9.93
"2797",46.73,1,12.86
"2798",177.47,1,34.6
"2799",143.34,1,3.12
"2800",157.07,1,13.85
"2801",327.48,2,38.71
"2802",157.69,2,17.37
"2803",148.46,1,12.51
"2804",230.47,1,30.77
"2805",186.31,1,23.42
"2806",73.05,1,19.72
"2807",67.09,1,15.2
"2808",140.22,2,22.64
"2809",114.74,1,11.71
"2810",96.41,2,20.76
"2811",136.1,1,14.3
"2812",167.48,2,17.52
"2813",122.41,1,10.33
"2814",214.76,1,11.73
"2815",405.31,1,4.65
"2816",108.89,1,16.74
"2817",151.57,1,15.59
"2818",104.12,1,8.37
"2819",143.45,2,19.33
"2820",141.64,2,21.61
"2821",58.82,1,14.79
"2822",103.44,1,15.73
"2823",122.33,1,9.88
"2824",244.98,1,7.99
"2825",136.8,2,26.27
"2826",155.38,1,19.91
"2827",72.99,1,13.87
"2828",210.78,2,15.42
"2829",113.56,1,21.73
"2830",70.88,1,2.07
"2831",59.43,1,10.44
"2832",129.28,1,8.61
"2833",49.53,1,5.88
"2834",115.03,1,11.66
"2835",253.96,2,49.1
"2836",71.89,1,33.54
"2837",64.53,1,9.41
"2838",114.2,1,11.05
"2839",245.32,1,26.36
"2840",144.67,2,14.04
"2841",70.96,1,3.44
"2842",63.6,1,18.98
"2843",185.14,1,-1.06
"2844",102.08,1,7.56
"2845",95.47,1,13.25
"2846",208.69,2,23.19
"2847",69.46,1,14.04
"2848",54.87,1,4.46
"2849",73.08,1,1.84
"2850",155.94,1,21.18
"2851",62.18,1,7.12
"2852",105.58,1,12.22
"2853",97.01,1,10.95
"2854",344.84,6,26.32
"2855",67.62,1,13.38
"2856",125.32,1,19.59
"2857",90.39,1,0.92
"2858",109.32,2,15.37
"2859",177.34,1,9.13
"2860",184.22,1,21.3
"2861",129.87,1,15.18
"2862",56.33,1,8.73
"2863",252.71,1,11.39
"2864",122.14,1,13.53
"2865",324.6,1,11.44
"2866",173.48,1,30.45
"2867",109.32,1,5.54
"2868",178.44,1,11.04
"2869",219.28,1,11.58
"2870",71.1,1,11.49
"2871",354.1,1,26.3
"2872",53.03,1,46.18
"2873",136.02,1,21.59
"2874",93.55,1,17.56
"2875",88.64,2,15.65
"2876",83.36,1,6.84
"2877",52.94,1,8.92
"2878",184.7,4,19.79
"2879",173.13,1,11.71
"2880",44.63,1,5.48
"2881",29.23,1,2.93
"2882",455.85,1,23.78
"2883",233.43,1,7.62
"2884",174.31,1,15.05
"2885",55.93,2,17.98
"2886",92,2,22.01
"2887",297.04,4,25
"2888",150.5,2,21.91
"2889",64.43,1,4.06
"2890",194.09,4,16.78
"2891",119.83,2,12.06
"2892",267.12,1,14.88
"2893",85.23,1,11.91
"2894",120.66,2,24.97
"2895",294.77,2,26.64
"2896",75.83,1,9.68
"2897",76.61,1,22.76
"2898",86.28,1,14.77
"2899",110.21,1,13.21
"2900",160.57,1,6.68
"2901",118.87,1,13.96
"2902",61.73,1,12.42
"2903",157.75,1,13.34
"2904",135.38,1,15.76
"2905",133.78,1,12.04
"2906",116.45,1,10.92
"2907",150.42,4,18.91
"2908",141.95,1,7.58
"2909",97.8,1,21.6
"2910",87.74,1,16.49
"2911",99.99,1,22.78
"2912",63.37,1,5.09
"2913",57.68,1,20.62
"2914",53.76,1,4.18
"2915",90.73,1,20.56
"2916",186.9,1,12.21
"2917",159.4,1,25.14
"2918",156.55,1,18.8
"2919",113.47,1,11.69
"2920",68.65,1,12.23
"2921",110.37,1,13.83
"2922",51.7,1,14.22
"2923",176.37,2,14.44
"2924",93.75,1,10.34
"2925",94.74,1,20.14
"2926",260.64,1,9.96
"2927",130.47,1,18.43
"2928",140.74,1,9.83
"2929",228.22,1,28.53
"2930",141.33,1,4.42
"2931",48.19,1,7.2
"2932",166.63,1,11.17
"2933",77.34,1,20.23
"2934",165.97,2,25.05
"2935",55.7,1,11.82
"2936",157.96,1,10.4
"2937",162.46,1,10.44
"2938",43.92,1,3.95
"2939",245.08,4,29.45
"2940",223.78,1,6.48
"2941",207.98,1,16.83
"2942",146.27,1,14.24
"2943",89.25,1,3.87
"2944",63.68,1,13.28
"2945",54.67,1,7.18
"2946",52.63,1,7.13
"2947",115.2,1,2.61
"2948",108.21,1,7.98
"2949",88.39,1,5.66
"2950",165.31,1,0.17
"2951",80.02,1,10.73
"2952",180.31,1,17.14
"2953",207.66,2,24.01
"2954",86.42,1,15.44
"2955",168.8,1,16.81
"2956",133.06,1,11.41
"2957",191.08,1,12.93
"2958",118.07,1,15.09
"2959",85.35,1,15.5
"2960",632.21,1,21.82
"2961",534.46,1,4.29
"2962",121.87,1,6.27
"2963",166.11,1,8.88
"2964",101.22,1,5.2
"2965",157.97,2,23.74
"2966",162.98,1,13.77
"2967",74.29,1,23.1
"2968",52.24,1,8.11
"2969",261.54,1,2.48
"2970",165.2,2,18.28
"2971",292.45,1,25.36
"2972",67.94,1,16.01
"2973",61.62,2,12.19
"2974",147.91,1,13.43
"2975",79.5,2,7.26
"2976",165.35,1,4.88
"2977",180.56,4,28.17
"2978",131.43,1,8.4
"2979",171.36,1,22.39
"2980",67.21,1,11.51
"2981",82.28,1,6.39
"2982",209.35,1,0.41
"2983",118.91,1,7.54
"2984",227.29,1,14.46
"2985",117.9,1,8.71
"2986",158.86,2,11.99
"2987",78.54,1,13.35
"2988",103.56,1,12.49
"2989",62.55,1,2.31
"2990",85.51,1,15.06
"2991",69.41,1,-0.12
"2992",177.65,1,14.57
"2993",124.41,4,14.79
"2994",158.49,1,9.54
"2995",103.37,1,10.06
"2996",248.01,1,24.61
"2997",99.59,1,6.2
"2998",68.36,1,1.51
"2999",86.61,1,8.59
"3000",53.2,1,7.54
"3001",223.59,2,19.98
"3002",135.38,1,5.43
"3003",79.09,1,23.26
"3004",219.61,1,-0.25
"3005",161,1,10.78
"3006",175.12,1,7.67
"3007",120.64,2,19.07
"3008",150.01,1,6.91
"3009",300.41,1,14.9
"3010",89.65,1,4.81
"3011",105.78,1,15.89
"3012",92.43,1,6.16
"3013",123.5,1,8.57
"3014",58.75,2,15.54
"3015",70.91,1,16.54
"3016",710.89,1,3.7
"3017",252.15,2,22.41
"3018",106.4,2,20.52
"3019",52.13,1,10
"3020",141.68,1,1.98
"3021",69.06,1,10.05
"3022",138.22,2,21.91
"3023",90.95,1,16.26
"3024",63.34,1,8.1
"3025",70.03,1,0.42
"3026",225.09,1,16.82
"3027",75.05,1,18.83
"3028",110.26,2,15.05
"3029",79.57,1,11.72
"3030",66.96,1,0.53
"3031",78.21,1,18.96
"3032",177.36,1,9.02
"3033",55.27,1,5.96
"3034",88.56,1,6.31
"3035",186.88,1,15.97
"3036",84.09,1,12.27
"3037",103.72,1,19.82
"3038",155.78,2,30.52
"3039",82.75,1,15.28
"3040",57.21,1,10.3
"3041",88.78,1,13.58
"3042",85.4,1,24.49
"3043",69.68,1,11.2
"3044",147.33,1,8.95
"3045",222.73,1,19.56
"3046",248.63,1,8.39
"3047",206.41,1,22.4
"3048",281.9,1,10.3
"3049",172.35,1,12.95
"3050",62.85,1,15.49
"3051",149.62,2,23.91
"3052",78.54,1,4.4
"3053",394.97,10,21.11
"3054",163.71,1,23.24
"3055",140.27,2,20.09
"3056",88.91,1,14.78
"3057",150.63,1,8.3
"3058",79.1,1,19.38
"3059",152,2,17.73
"3060",124.16,2,25.03
"3061",349.17,1,8.03
"3062",153.07,1,16.53
"3063",91.9,1,22.65
"3064",35.75,1,6.84
"3065",61.99,1,3.41
"3066",224.74,1,13.04
"3067",62.32,1,22.68
"3068",149.94,1,8.02
"3069",231.52,2,24.74
"3070",162.55,2,18.25
"3071",57.85,1,12.74
"3072",75.83,1,8.86
